ulasan,sentiment_label
udah berhari-hari mau nonton dokumenter J-Hope In The Box tapi tetep gak bisa2. di dm juga gak ada respon apapun. ini kalau emang gak bisa kerja buat yg megang sosmed saran ku ganti orang lain aja yg bisa membantu mengatasi masalah customer dgn cepat. thx,positive
Dapet langganan dari telkomsel sih jd gak perlu bayar bulanan & selama pake sih lancar2 aja tinggal pilih mau liat film apa & genrenya jg macem2 tapi kalo bisa dibanyakin lagi filmnya biar makin puas liatnya.,positive
"Aplikasinya Sama sekali ga bisa dipakai buat nonton film apapun ,syaratnya harus berlangganan",positive
film jadul semua,positive
"Saya mau berlangganan menggunakan gopay kq tidak bisa, padahal bln Desember lalu aku daftar berlangganan menggunakan gopay bisa. Ini kq sekarang ngga bisa yaa...?? Padahal ud berkali² caba masuk tapi gak bisa juga",positive
Dapet gratisan 1 bulan dari daily cek in My Telkomsel 🥰,positive
Banyak film yang bagus banget,positive
"sudah ambil berlangganan setahun tapi Aplikasi hanya bisa dibuka beberapa Hari saja. Aplikasi sempat Error terus Saya coba Uninstall dan Install kembali tetap Error, dan sekarang tidak bisa menonton Film, setiap Klik Film yang ditonton diarahkan berlangganan kembali, dan begitu di Klik muncul Error, benar-benar sangat mengecewakan, sudah coba Komplain beberapa kali tapi tidak ada kabar baik nya. JANGAN Download Aplikasi Disney+ Hotstar ini !",negative
"Bagus bagus filmnya, cuman kenapa ya sering freeze gitu",positive
👍🏻.,positive
"Film filmnya bagus, cuman kenapa ya klo film yg sudah di download tidak bisa di tonton, payah",positive
👍🏼👍🏼👍🏼👍🏼,positive
"Parah udah berapa hari ini gk bisa login, padahal sudah berlangganan.kode Verifikasi sudah benar nomor HP juga benar,masih gk bisa juga login.",negative
"selain Telkomsel, apa ga bisa tambah kerjasama dg Indosat¿",positive
Sedang eror tidak bisa dipakai,negative
Video ngak bisa diputar setelah didownload gimana cara agar dapat diputar karena saya sudah langganan,positive
Hal ini dapat dilihat di dalam,positive
Bisa di akses sekarang,positive
Aplikasi suka tertutup sendiri,positive
Tidak ada serial THE LAST OF US,negative
Kok anej videonya tidak bisa diputar saya dudah betlangganan padahal,negative
kesel bgt kok bisa2nya nge freeze muter2 seharian padahal sinyal lancar jaya,negative
"Udah error 3 hari, sama sekali gak bisa akses, setiap kali mau mau nonton selalu keluar tulisan "" Back to browse"", padahal dulu selalu bagus dan lancar, masak nama besar Disney+ hanya seperti ini",positive
Ko punya daya eror kalau masuk,negative
Masih banyak yg belum terdaftar,positive
Koq gk ada mistery benedict Society sesion 2 Padahal sekarang udah ada relies sesion 3,negative
Ini kenapa gak bisa login sih??? Sial bener,negative
"film nua bagus bagus, kartun nya banyak yg aku incerrr",positive
", sudah diperbaiki, terimakasih",positive
yes akhirnya bisa diakses lagi setelah dr jumat lalu error. thanks disney+hotstar ditunggu update serialnya,positive
"Sangat bagus, makanya saya ngasih bintang 5",positive
Eror kah? Aku coba buka dr tgl 17 kmrn sampe skrng ga bisa2 terus. Dan udah brrp kali uninstall-install ulang.,negative
Tidak dapat dugunakan,positive
Aneh gabisa di buka terjadi kesalahan mulu,negative
Bagus,positive
Kok yg aku gk bisa di gunakanyah apknya padahal aku udah nunggu lamaloh,positive
Kenapa tidak bisa terbuka.. Padahal da berlangganan.. Sempak.. 😭😭,negative
Tidak bisa dibuka ketika selesai download,positive
"Gak jelas anj- dah masukin password GMail berkali buat subscription malah salah mulu, maunya apa anj-",negative
"Halo Disney+, saya coba buka aplikasi dari tanggal 18 februari hingga hari ini tanggal 19 februari kok masih nggak bisa ya? Ada yang bisa membantu saya?",positive
Sekarang aplikasinya ga bisa dibuka,positive
Udah berlangganan tapi saat mau nonton masih disuruh beli paket lagi. Dan buat nonton lewat website sangat lemot,positive
"Gak bisa d buka udah hampir 1 minggu , padahal baru perpanjang premium😭😭😭😭",negative
"Kenapa error ya, di hp saya udah seminggu error padahal udah langganan sebulan?",negative
"Dua hari ini tidak bisa diakses, ""something wrong "" padahal sudah langganan untuk satu tahun. Ini gimana caranya min",positive
"Kenapa ga bisa di buka ya ,gimna cara login nya",positive
"Aplikasi dari hari Jum'at gk bisa di buka. Padahal jaringan bagus, kuota banyak dan pakai wifi pun tetep gk bisa di buka. Padahal saya udah sengaja langganan buat setahun. malah sekarang aplikasinya gk bisa di buka sama sekali.",positive
Penurunan kualitas,positive
"INI APK BERBAYAR LOHHHH!!! MASA 2 HARI GABISA DIBUKAAAA, APA APAAN NIH!!",positive
Gimana si gabisa di buka sayang dong mana baru berlangganan udh gabisa di buka gajelas kali,negative
Jaringan Bagus tapi try again Mulu,positive
"Kenapa disneynya gk mau ke buka terus, saya udah langganan untuk 1 tahun. Aplikasinya jelek kali rugi saya. Hello disney saya sudah mengemail ke email disney kapan bisa akun saya di gunakan",negative
Tolong dong saya sudah berlangganan malah pas dibuka eror jd ngga bisa di buka kan mau nntonin ayang gmn ini ada solusinya ngga min??,positive
"Waktu masuk kedalam aplikasi kok eror ga bisa di buka gimana sih,padahal sudah berlangganan 1 bulan di Telkomsel pfft",negative
"Udah download film di kantor biar bisa ditonton offline pas sampe rumah. Eh pas mau nonton cuma muter muter buffering gak jelas. Giliran download nya aku hapus,langsung lancar nonton wqwq dipaksa wajib streaming ini",negative
eror mulu satt!!!,negative
"Sudah 3 hari selalu ""something went wrong"" sangat merugikan sudah berlangganan",negative
"Ngebug gak bisa di buka njer, ""something went wrong, please try again in sometime"" udah 3 hari bgini",positive
Gk jelass. Sudh beli langganan. Aplikasi gk bisa di bukaa setelh nonton beberapa harii. Aplikasi gk jelas. Rugi uang rugi paket internent aj,negative
Ga bisa di buka aplikasinya . Eror .,negative
Kecewa sekali aplikasi ini bisa ngebung,negative
Gbas dibuka,positive
"Ga bisa dibuka disneynya, tulisannya something went wrong terus .",negative
"kok gak bisa dibuka ya, ada perbaikan kah? 🥱",positive
Muncul pemberitahuan something went wrong apa yah mksdx udah 7 hari bermasalh,negative
Apknya tidak bisa di akses,positive
Disney saya sampai saya dowload 2 kali pas di buka gak bisa2 malah yg keluar retry terus,positive
Parah sekelas Disney gangguan sampai berhari-hari,negative
Eror terus apk nya,negative
Developer tolong sudah 2 hari aplikasi ini tidak bisa beroprasi tolong segera di perbaiki karena saya berlangganan dan merasa di rugikan,negative
Padahal udah dpt gratis kuota utk menonton tpi kudu langganan dulu bru bsa nonton 🤦di perbaiki lgi biar tdk ada kesalahpahaman.,negative
"Udh 3 hari g bsa masuk . Pdhal koneksi aman , tp g bsa masuk sm skali. Stuck . ""Something went wrong "" udh 3 hari. Masa g d bnerin",negative
Gangguan sudah 3 hari,negative
Tolong agar aplikasi bisa di perbaiki lebih cepat karena dari kemarin tidak bisa di buka,positive
apk error mulu,negative
"Berlangganan setahun. Baru seminggu pakai di tv tiba2 tdk bisa dibuka. Di uninstal dan pasang kembali aplikasinya udah dicoba, Tv pun udh direset 2x ke pengaturan ulang masih aja tampilannya biru doang. Padahal putar video kalo di hp bisa. Cek apl lain di tv aman aman aja tuh. Cuma disney doang y bermasalah 🤦‍♀️",positive
Tolong pihak Disney benerin akun saya mau nonton kok error' 83,negative
"Beberapa hari ini error' terus!!!!!!!!! Sudah di uninstall install ulang masiiiiiih aja sama.klo aplikasi berbayar kayak gini,lebih bagus saya hentikan langganan saya",positive
"gabis dibuka, bintang 1 dulu lah ga kelar2 ini troublenya",positive
Kenapa dari kemarin ga bisa dibuka aplikasi nya?? eror terus??,negative
Mantap bang,positive
"Susah bener login, kode otp gk dateng2",negative
"Terimakasih respon cepat sudah bisa kembali.. semangat Disney hotstar,, kalo bisa film black Adam, pathan segera di rilis yaa.. dan Avatar 2",positive
"Gabisa dibuka aplikasinya. Padahal subscription masih sisa banyak. Segala cara udah dilakuin tp masih gabisa. Kontak CS lewat email, twitter ga ada respon. Wth. Ga professional.",negative
tidak bisa di buka. saya cape tekan satu hari untuk masuk tapi tidak bisa. yang muncul tulisanya ster again,positive
"Aplikasinya bagus, tapi kadang ganguan atau error entah knp, dan skrng pun masih error, tolong cepat di perbaiki trimakasih",positive
Kenapa saya gak bisa buka lagi biasa nya bisa ini bulak balik download uninstal tetap juga gak bisa di buka,positive
Gangguan dri kmren knpaa yah gk bisa dibuka,positive
Baru unduh aplikasi tidak bisa dibuka,positive
"Min, udah 2 hari aplikasinya tidak bisa diakses, ada kompensasi gak nih, langganan masih jalan tapi gk bisa masuk, hemm",positive
"Kenapa aplikasinya sekarang tidak bisa dibuka, sangat buruk!!",negative
Mengapa aplikasi ini tidak bisa di buka lagi?? Terjadi kesalahan terus,negative
"Saya tidak bisa mengakses, apa sedang ada gangguan?",positive
Masih gangguan kah ?,negative
Saya baru seminggu berlangganan disney hotstar tapi sekarang tidak di buka error terus. Tolong dibantu solusi nya bagaimana ?,positive
Hallo Sudah seminggu ini saya tidak bisa membuka aplikasi ini. Apakah sedang bermasalah? Tadi saya coba uninstal kemudian saya instal kembali tetap tidak bisa.,negative
Kenapaaaa download nya g bisa mulu sihhh,positive
"Ini aplikasinya kok gak bisa di buka kak dari tgl 16. Padahal jaringan stabil banget, sempet Uninstal dan pasang lagi tetep gak bisa ke beranda tertulis ""ups! Terjadi kesalahan dan coba lagi""",negative
Gak bsa d bka.... Status went wrong,negative
"tidak bisa dibuka sama sekali,.something went wrong,please try again sometime,.",negative
"Aplikasi tidak bisa dibuka dari kemarin, sudah kirim email sesuai arahan tetapi belum ada tanggapan",negative
Appnya sudah bolak balik di hapus trus instal ulang ttep aja gak mau kebuka aplikasinya 👎👎👎,negative
Aplikasi saya muncul something went wrong please tryagain sometime g bisa dibuka ada gambar monitor tV.padahal sudah langganan 1 bln dan ada beberapa yg sdh didonlot u/ ditonyon online.,negative
Baru perpanjang paket. Langsung 2 hari gak kepake!!!! Gimana ini min??? Rugi banget,negative
"Aplikasi sering error dan ngefreeze, koleksi filmnya juga sangat sedikit, layanan konsumen sangat tidak memuaskan karena tidak ada tanggapan sama sekali, bahkan hingga saat ini aplikasinya malah tidak bisa di buka sama sekali.",negative
Kenapa saya beri bintang 1 karena di update kali ini ada suatu bug jaringan padahal jaringan saya bagus tapi tidak bisa masuk kedalam aplikasi jadi mohon kepada developer untuk bertindak secepatnya🙏🙏,positive
"Kenapa sejak Jumat malam selalu menunjukkan ""something went wrong"" padahal masa berlangganan saya masih sampai 28 feb dan kuota banyak. Setelan lokasi selalu menyala dan sinyal bagus",negative
Aplikasi tidak bisa di buka.,positive
kenapa saya tidak bisa login,positive
"Potong pulsa cepet, pas udah berlangganan gabisa dibuka. Kecewa, tau gini perpanjang mending berlangganan we tv",positive
Tiga hari ini gabisa dibuka. Kenapa ya disney+??,positive
Disney saya kenapa ya min?.kok gak bisa di buka padahal sinyal aman,positive
Error terus ya skrg .,negative
Bagus saat pertama kali download. Tapi kok sekarang malah sudah tidak bisa di buka lagi ya aplikasinya.,positive
Kenapa aplikasi tidak dapat dibuka ya? Keterangannya eror gitu,positive
"Saya tidak bisa loading di hp realme c35 Os terbaru, pakai hp lain ga masalah, perbaiki lagi disney padahal film nya bagus2",positive
Apk ampas udah download gk bisa di liat gausah download woi rugi,negative
"Kenapa *something went wrong"" selalu setiap buka aplikasinya. Padahal sudah bayar langganan. Tolong respon.",negative
Aplikasi error ga bisa dibuka sama sekali,negative
"Disney+ saya bermasalah gk tau kenapa,suaranya ada tapi tampilan nya hitam terus, kenapa ya, mohon dibantu kk",positive
Kok gak bisa di buka yah,positive
"Bayar belum ada seminggu,, aplikasi udah Gk bisa digunakan... Bangke🤣🤣",positive
saya kasi bintanf 2 dahulu karena Aplikasinya eror tidak bisa di buka. pdhl film nya bagus2 kok. terima kasih,positive
Abis langganan langsung rusak gak bisa dibuka lagi,negative
"Aplikasi ini membuat saya bisa menonton berbagai film dari semesta Marvel dan Star Wars. Thanks a lot, bro!🙏",positive
"Aplikasi tidak bisa dibuka, tertulis ""something wrong please try again""",negative
Saya harap ada sipader-man no way home,positive
"Gimana nih saya udh bayar untuk berlangganan 1 bulan ehh malah gabisa dibuka2 apk nya malah loading lama banget kecewa parah klo bgini terus mah sya berhenti berlangganan, klo sudah teratasi saya ubah lg ulasan nya",negative
Kenapa aplikasi nya error terus tidak bisa dibuka,negative
Aplikasi Disney+hotstart saya tidak bisa di buka.mkasih,negative
eror dari kmriinn,negative
Mantap 👍😁👍,positive
Kok sering Error' sih,negative
Kenapa aplikasi saya ga kebuka terus selalu ada kesalahan,negative
Tidak bisa di buka. Kenapa ya?,negative
Something wrong??? Gak bisa kebuka apk nya,negative
kenapa disney saya tidak bisa terbuka,positive
"Kenapa aplikasi tidak bisa dibuka, padahal sudah berlangganan,",positive
"Sebelumnya nggak pernah kecewa dg aplikasi ini, tapi beberapa hari ini sangat kecewa. Karena untuk login saja nggak bisa",negative
Jelek bet sih karena g bisa buka,negative
Server cacat,positive
Ok,positive
No worth buat layanan film yg error lebih dari 24 jam dan tidak ada solusi. Terimakasih,negative
Errorr servernya lamaaaaa,negative
"Awalnya sih bagus, coba berlangganan untuk satu tahun. Belum ada sebulan aplikasi udah sering error. Tadinya bisa terkoneksi ke TV kabel, tapi sekarang aplikasi yang di TV kabel malah error juga. Kalau tau jelek begini gak mau saya berlangganan.",negative
Error di smartv dan ponsel,negative
Sering error,negative
Bug,positive
Kenapa saya tidak bis buka aplikasinya.pafahal saya dah langganan,positive
"UDAH BAYAR MAHAL BERLANGGANAN,PAS MASUK SOMETHING WENT WRONG MULU APASIH APLIKASI GAJELAS MENDING DIHAPUS AJA SEKALIAN!!!!!!",negative
Sorry disney kenapa gak bisa dibuka di TV sama HP ya.. Padahal saya udh seminggu bayar...,positive
"Kenapa sekarang tiang diatas jam 4 sore, pasti eror, keluar tulisan ""somethings wrong""...",negative
saya berlangganan. tapi aplikasi error. tidak bisa di buka undah instal ulang hasil sama. waktu terbuang. limited subcribe tapi aplikasi error,negative
Kenapa eror,negative
Disney ku gak bisa dibuka,positive
Lagi gangguan ya app nya gabisa di buka dr kmaren,negative
Email saya sebelumnya gak di respon.. Auto uninstal... Hapus gak sesuai harapan padahal udh langganan,positive
Sudah beberapa hari tidak bisa diakses.,positive
Saya mendownload aplikasi ini tapi tidak bisa dibuka,positive
Aplikasi nya bagus Tp kenapa ya dri kemarin Tidak bisa digunakan aplikasi nya? Apakah ad kesalahan teknis?,negative
"Baru aja di update tapi tidak bisa di buka,tolong di perbaiki",negative
"Saya berlangganan Disney, tapi barusan aplikasinya tidak bisa dibuka ""something went wrong"" terus tulisannya",negative
Aplikasi nya gk bisa di buka,positive
Sering gangguan tdk seperti dlu lancar saat nonton.,negative
Ada apa dengan Disney kos ngga bisa dibuka. Pdhal udah dibyar .. tapi malah bagtiu ya,positive
Apk bagus tapi eror mulu,negative
Bagus,positive
"Kenapa nih min. Eror terus. Udah clear sana sini, Udah uninstal, masih aja error",negative
Ini kenapa si aplikasi ga bisa dibuka udh uninstall berapa kali tetep aja gabisa. Pdhl baru byr langganan lagi,positive
"dari kemarin mau buka buffering mulu padahal jaringan bagus, keterangannya terjadi kesalahan",positive
Ini kenapa dari kemarin g bisa dibuka ya?,positive
"Aplikasi udah bagus dan memuaskan, cuma saat ini sedang ada rpoblem dan tidak ada pemberitahuan sama sekali terkait problem ini, aplikasi tidak bisa di buka sama sekali",negative
Aplikasi tidak bisa di buka,positive
"Saat saya buka terjadi kesalahan, ada apa ini .?",negative
